angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.11,"[843, 200, 282, 355]",0.0,0.1,0.0,0.31,0.47,0.01
0.11,"[843, 200, 282, 355]",0.0,0.1,0.0,0.31,0.47,0.01
0.12,"[828, 186, 294, 370]",0.0,0.17,0.0,0.16,0.53,0.01
0.12,"[828, 186, 294, 370]",0.0,0.17,0.0,0.16,0.53,0.01
0.12,"[828, 186, 294, 370]",0.0,0.17,0.0,0.16,0.53,0.01
0.12,"[829, 186, 292, 369]",0.0,0.16,0.0,0.17,0.54,0.01
0.12,"[829, 186, 292, 369]",0.0,0.16,0.0,0.18,0.54,0.01
0.11,"[828, 185, 293, 371]",0.0,0.13,0.0,0.2,0.55,0.01
0.12,"[828, 185, 293, 371]",0.0,0.13,0.0,0.21,0.54,0.01
0.12,"[828, 185, 293, 371]",0.0,0.13,0.0,0.21,0.54,0.01
0.13,"[843, 199, 281, 354]",0.0,0.15,0.0,0.3,0.39,0.02
0.12,"[844, 199, 279, 355]",0.0,0.15,0.0,0.35,0.35,0.02
0.06,"[828, 187, 295, 374]",0.0,0.16,0.0,0.28,0.46,0.04
0.07,"[828, 186, 295, 375]",0.0,0.14,0.0,0.24,0.51,0.03
0.07,"[828, 186, 295, 375]",0.0,0.14,0.0,0.24,0.51,0.03
0.12,"[840, 196, 283, 359]",0.0,0.16,0.0,0.25,0.43,0.04
0.13,"[840, 196, 283, 359]",0.0,0.15,0.0,0.25,0.43,0.04
0.07,"[828, 188, 295, 372]",0.0,0.19,0.0,0.2,0.5,0.05
0.07,"[828, 188, 295, 372]",0.0,0.19,0.0,0.21,0.49,0.05
0.07,"[828, 188, 295, 372]",0.0,0.19,0.0,0.21,0.49,0.05
0.06,"[827, 186, 295, 373]",0.0,0.15,0.0,0.29,0.47,0.04
0.06,"[827, 186, 295, 373]",0.0,0.15,0.0,0.29,0.46,0.03
0.07,"[828, 188, 294, 370]",0.0,0.13,0.0,0.31,0.46,0.03
0.07,"[828, 188, 294, 370]",0.0,0.13,0.0,0.32,0.45,0.03
0.07,"[828, 188, 294, 370]",0.0,0.13,0.0,0.32,0.45,0.03
0.06,"[827, 186, 296, 372]",0.0,0.13,0.0,0.39,0.4,0.03
0.06,"[827, 186, 296, 372]",0.0,0.13,0.0,0.39,0.4,0.03
0.07,"[827, 186, 297, 371]",0.0,0.13,0.0,0.4,0.35,0.04
0.07,"[827, 186, 297, 371]",0.0,0.13,0.0,0.4,0.35,0.04
0.06,"[828, 185, 295, 372]",0.0,0.09,0.0,0.41,0.39,0.04
0.07,"[828, 185, 294, 372]",0.0,0.12,0.0,0.32,0.43,0.05
0.07,"[828, 185, 294, 372]",0.0,0.12,0.0,0.32,0.43,0.05
0.07,"[843, 199, 280, 355]",0.0,0.18,0.0,0.43,0.28,0.04
0.07,"[842, 199, 281, 355]",0.0,0.19,0.0,0.45,0.25,0.04
0.07,"[843, 199, 280, 355]",0.0,0.17,0.0,0.44,0.28,0.04
0.06,"[842, 197, 281, 357]",0.0,0.17,0.0,0.43,0.3,0.04
0.06,"[842, 197, 281, 357]",0.0,0.17,0.0,0.42,0.31,0.04
0.07,"[842, 200, 281, 353]",0.0,0.21,0.0,0.4,0.29,0.03
0.08,"[842, 200, 281, 354]",0.0,0.18,0.0,0.45,0.27,0.02
0.08,"[842, 200, 281, 354]",0.0,0.18,0.0,0.45,0.27,0.02
0.07,"[840, 200, 282, 353]",0.0,0.22,0.0,0.43,0.25,0.03
0.07,"[840, 200, 282, 353]",0.0,0.23,0.0,0.42,0.25,0.03
0.07,"[840, 200, 282, 353]",0.0,0.22,0.0,0.43,0.25,0.03
0.07,"[840, 200, 282, 353]",0.0,0.22,0.0,0.43,0.25,0.03
0.07,"[840, 200, 282, 353]",0.0,0.22,0.0,0.43,0.25,0.03
0.07,"[840, 200, 282, 353]",0.0,0.16,0.0,0.51,0.24,0.02
0.07,"[840, 200, 282, 353]",0.0,0.16,0.0,0.5,0.25,0.02
0.06,"[840, 198, 281, 356]",0.0,0.14,0.0,0.55,0.23,0.03
0.06,"[840, 198, 281, 356]",0.0,0.14,0.0,0.55,0.23,0.03
0.06,"[840, 198, 281, 356]",0.0,0.14,0.0,0.55,0.23,0.03
0.07,"[843, 204, 280, 348]",0.0,0.13,0.0,0.55,0.25,0.02
0.07,"[843, 204, 280, 348]",0.0,0.13,0.0,0.55,0.25,0.02
0.07,"[843, 205, 280, 348]",0.0,0.12,0.0,0.54,0.26,0.01
0.07,"[843, 205, 281, 348]",0.0,0.08,0.0,0.62,0.23,0.01
0.07,"[843, 205, 281, 348]",0.0,0.08,0.0,0.62,0.23,0.01
0.08,"[841, 202, 282, 354]",0.0,0.09,0.0,0.56,0.26,0.01
0.09,"[840, 202, 283, 354]",0.0,0.09,0.0,0.55,0.27,0.01
0.07,"[845, 203, 279, 353]",0.0,0.07,0.0,0.58,0.25,0.02
0.07,"[845, 203, 279, 353]",0.0,0.07,0.0,0.58,0.25,0.02
0.08,"[842, 204, 280, 352]",0.0,0.09,0.0,0.57,0.24,0.02
0.08,"[823, 191, 296, 379]",0.0,0.12,0.0,0.43,0.3,0.07
0.07,"[823, 192, 296, 378]",0.0,0.14,0.0,0.44,0.28,0.07
0.04,"[842, 207, 278, 351]",0.0,0.07,0.0,0.67,0.19,0.03
0.05,"[842, 207, 279, 352]",0.0,0.08,0.0,0.62,0.22,0.03
0.05,"[842, 207, 279, 352]",0.0,0.08,0.0,0.62,0.22,0.03
0.04,"[824, 194, 294, 378]",0.0,0.07,0.0,0.56,0.32,0.01
0.04,"[824, 194, 294, 378]",0.0,0.07,0.0,0.55,0.32,0.01
0.03,"[825, 196, 293, 375]",0.0,0.06,0.0,0.63,0.27,0.01
0.04,"[825, 195, 294, 376]",0.0,0.07,0.0,0.59,0.29,0.01
0.04,"[825, 195, 294, 376]",0.0,0.07,0.0,0.59,0.29,0.01
0.06,"[833, 203, 287, 361]",0.0,0.09,0.0,0.46,0.37,0.02
0.05,"[833, 204, 287, 360]",0.0,0.08,0.0,0.5,0.35,0.02
0.06,"[834, 204, 286, 361]",0.0,0.12,0.0,0.41,0.37,0.04
0.05,"[834, 204, 286, 362]",0.0,0.12,0.0,0.44,0.33,0.06
0.05,"[834, 204, 286, 362]",0.0,0.12,0.0,0.44,0.33,0.06
0.06,"[836, 205, 285, 359]",0.0,0.12,0.0,0.43,0.32,0.07
0.06,"[836, 205, 285, 359]",0.0,0.12,0.0,0.43,0.32,0.07
0.09,"[836, 202, 285, 361]",0.0,0.1,0.0,0.38,0.38,0.06
0.09,"[836, 202, 285, 361]",0.0,0.1,0.0,0.37,0.38,0.06
0.09,"[836, 202, 285, 361]",0.0,0.1,0.0,0.37,0.38,0.06
0.09,"[838, 204, 284, 358]",0.0,0.13,0.0,0.38,0.36,0.04
0.1,"[838, 205, 284, 356]",0.0,0.15,0.0,0.33,0.37,0.04
0.08,"[842, 208, 281, 350]",0.0,0.15,0.0,0.44,0.3,0.03
0.07,"[842, 209, 281, 349]",0.0,0.13,0.0,0.52,0.25,0.03
0.07,"[842, 209, 281, 349]",0.0,0.13,0.0,0.52,0.25,0.03
0.06,"[826, 197, 295, 369]",0.0,0.09,0.0,0.48,0.35,0.02
0.07,"[843, 210, 283, 349]",0.0,0.15,0.0,0.46,0.27,0.04
0.07,"[828, 196, 294, 369]",0.0,0.07,0.0,0.5,0.34,0.02
0.08,"[846, 209, 281, 351]",0.0,0.13,0.0,0.5,0.25,0.04
0.07,"[828, 198, 294, 367]",0.0,0.07,0.0,0.5,0.35,0.01
0.09,"[847, 208, 281, 350]",0.0,0.13,0.0,0.5,0.25,0.02
0.08,"[846, 207, 281, 352]",0.0,0.14,0.0,0.48,0.27,0.03
0.06,"[850, 208, 278, 349]",0.0,0.08,0.0,0.63,0.2,0.02
0.06,"[850, 209, 278, 348]",0.0,0.08,0.0,0.65,0.19,0.02
0.06,"[850, 209, 278, 348]",0.0,0.08,0.0,0.65,0.19,0.02
0.06,"[849, 206, 279, 348]",0.0,0.08,0.0,0.64,0.21,0.01
0.07,"[848, 207, 280, 347]",0.0,0.11,0.0,0.59,0.21,0.01
0.07,"[849, 203, 280, 349]",0.0,0.08,0.0,0.61,0.23,0.01
0.06,"[848, 202, 281, 350]",0.0,0.09,0.0,0.65,0.19,0.01
0.06,"[848, 202, 281, 350]",0.0,0.09,0.0,0.65,0.19,0.01
0.06,"[844, 195, 283, 349]",0.0,0.11,0.0,0.6,0.21,0.02
0.06,"[845, 195, 282, 349]",0.0,0.09,0.0,0.63,0.19,0.02
0.11,"[847, 191, 281, 351]",0.0,0.12,0.0,0.52,0.23,0.01
0.11,"[847, 191, 281, 351]",0.0,0.12,0.0,0.52,0.23,0.01
0.11,"[847, 191, 281, 351]",0.0,0.12,0.0,0.52,0.23,0.01
0.04,"[831, 168, 296, 366]",0.0,0.1,0.0,0.59,0.25,0.01
0.05,"[835, 175, 291, 355]",0.0,0.1,0.0,0.6,0.24,0.01
0.12,"[849, 176, 282, 341]",0.0,0.2,0.0,0.41,0.25,0.02
0.12,"[849, 176, 281, 341]",0.0,0.16,0.0,0.42,0.28,0.01
0.13,"[849, 176, 281, 341]",0.0,0.16,0.0,0.42,0.28,0.01
0.14,"[852, 175, 276, 335]",0.0,0.33,0.0,0.26,0.25,0.02
0.15,"[852, 175, 276, 335]",0.0,0.32,0.0,0.26,0.25,0.02
0.14,"[852, 170, 275, 333]",0.0,0.27,0.0,0.33,0.24,0.02
0.17,"[851, 171, 276, 332]",0.0,0.3,0.0,0.28,0.22,0.02
0.17,"[851, 171, 276, 332]",0.0,0.3,0.0,0.28,0.23,0.02
0.13,"[852, 169, 274, 329]",0.0,0.33,0.0,0.27,0.25,0.02
0.13,"[852, 169, 275, 329]",0.0,0.33,0.0,0.28,0.25,0.02
0.1,"[853, 169, 274, 328]",0.0,0.32,0.0,0.31,0.25,0.03
0.1,"[853, 169, 274, 329]",0.0,0.34,0.0,0.3,0.23,0.03
0.0,"[849, 201, 273, 342]",0.0,0.05,0.0,0.89,0.05,0.01
0.01,"[844, 200, 278, 345]",0.0,0.04,0.0,0.89,0.06,0.0
0.01,"[844, 199, 278, 346]",0.0,0.03,0.0,0.89,0.06,0.0
0.01,"[844, 199, 278, 346]",0.0,0.03,0.0,0.89,0.06,0.0
0.01,"[842, 198, 279, 349]",0.0,0.04,0.0,0.88,0.06,0.01
0.01,"[844, 198, 278, 348]",0.0,0.05,0.0,0.87,0.07,0.01
0.01,"[844, 198, 278, 348]",0.0,0.05,0.0,0.87,0.07,0.01
0.01,"[844, 198, 278, 348]",0.0,0.05,0.0,0.87,0.07,0.01
